Rede, Jogador, ID do Jogo, Stake, Data, Participantes, Rake, Jogo, Estrutura, Velocidade, Resultado, Posição, Bandeiras, Moeda, Reentradas/Recompras, Duração, Jogadores por mesa, Prêmio, Nome, Total de Reentradas
WPN,"HiThxBye",33600945,50.0,2025-06-15 20:04,1127,5.0,H,No Limit,Normal,-50.0,776,Multi-Entry,USD,,34453,8,,"Mini Special - $75,000 GTD",522
WPN,"HiThxBye",33578384,60.0,2025-06-15 19:54,199,6.0,H,No Limit,Normal,-7.01,170,Bounty,USD,,19447,8,52.99,"Route 66 MB - $100,000 GTD [Day 2]",
WPN,"HiThxBye",33599917,100.0,2025-06-15 19:34,1688,9.0,H,No Limit,Normal,-209.0,1546,Multi-Entry,USD,1,37769,8,,"The Sunday Moneymaker - $250,000 GTD",1073
WPN,"HiThxBye",33600748,30.0,2025-06-15 18:41,1446,3.0,H,No Limit,Normal,-63.0,921,Multi-Entry,USD,1,36667,8,,"Drew's Derby - $60,000 GTD",634
WPN,"HiThxBye",33600747,60.0,2025-06-15 18:11,1306,6.0,H,No Limit,Normal,-45.0,1203,Bounty Multi-Entry,USD,,34868,8,15.0,"PKO Major Mash Up - $100,000 GTD",452
WPN,"HiThxBye",33578421,60.0,2025-06-15 10:48,110,6.0,H,No Limit,Normal,6.0,2,Satellite Bounty Multi-Entry,USD,,13434,8,66.0,"Route 66 MB - $100,000 GTD [Flight]",20
WPN,"HiThxBye",33578430,60.0,2025-06-13 14:48,40,6.0,H,No Limit,Normal,-126.0,35,Satellite Bounty Multi-Entry,USD,1,13408,8,,"Route 66 MB - $100,000 GTD [Flight]",16
WPN,"HiThxBye",33597901,50.0,2025-06-13 14:24,153,5.0,H,No Limit,Normal,-50.0,127,Multi-Entry,USD,,22784,8,,"$10,000 GTD",81
WPN,"HiThxBye",33595320,50.0,2025-06-12 16:10,380,5.0,H,No Limit,Normal,-105.0,366,Multi-Entry,USD,1,31200,8,,"$30,000 GTD",191
WPN,"HiThxBye",33581309,100.0,2025-06-08 20:48,1877,9.0,H,No Limit,Normal,-100.0,420,Multi-Entry,USD,,42184,8,,"The Sunday Moneymaker - $250,000 GTD",1210
WPN,"HiThxBye",33581611,50.0,2025-06-08 19:30,1167,5.0,H,No Limit,Normal,-105.0,919,Multi-Entry,USD,1,32432,8,,"Mini Special - $75,000 GTD",521
WPN,"HiThxBye",33581404,30.0,2025-06-08 18:35,1489,3.0,H,No Limit,Normal,-63.0,629,Multi-Entry,USD,1,36337,8,,"Drew's Derby - $60,000 GTD",720
WPN,"HiThxBye",33581115,50.0,2025-06-08 13:11,406,5.0,H,No Limit,Normal,-50.0,144,Multi-Entry Jackpot,USD,,29170,8,,"Jackpot Warmup Minor A - $20,000 GTD",163
WPN,"HiThxBye",33475109,100.0,2025-06-02 20:33,898,9.0,H,No Limit,Normal,-100.0,747,Bounty,USD,,34082,8,,"OSSXL #5 Mystery KO - $1M GTD [Day2]",
WPN,"HiThxBye",33516270,50.0,2025-06-02 16:42,978,5.0,H,No Limit,Normal,-50.0,747,Multi-Entry,USD,,34064,8,,"OSSXL#417H - $75,000 GTD",504
WPN,"HiThxBye",33499604,40.0,2025-06-01 22:00,957,4.0,H,No Limit,Normal,-40.0,718,Multi-Entry,USD,,35151,8,,"OSSXL#401L - $60,000 GTD",410
WPN,"HiThxBye",33506344,100.0,2025-06-01 21:27,936,9.0,H,No Limit,Normal,-100.0,876,Multi-Entry,USD,,33155,8,,"OSSXL#401H - $150,000 GTD",457
WPN,"HiThxBye",33517245,100.0,2025-06-01 21:17,1951,9.0,H,No Limit,Normal,-100.0,1248,Multi-Entry,USD,,43929,8,,"OSS Moneymaker DoubleShot A - $300K GTD",1004
WPN,"HiThxBye",33517244,100.0,2025-06-01 20:42,1817,9.0,H,No Limit,Normal,1181.3,20,Multi-Entry,USD,,41878,8,1281.3,"OSS Moneymaker DoubleShot B - $300K GTD",974
WPN,"HiThxBye",33559252,50.0,2025-06-01 19:39,1065,5.0,H,No Limit,Normal,-105.0,639,Multi-Entry,USD,1,32969,8,,"Mini Special - $80,000 GTD",398
WPN,"HiThxBye",33506368,30.0,2025-06-01 19:09,2013,3.0,H,No Limit,Normal,-30.0,806,Multi-Entry,USD,,38342,8,,"OSSXL#395L - $100,000 GTD Drew's Derby",956
WPN,"HiThxBye",33475771,30.0,2025-06-01 18:12,847,3.0,H,No Limit,Normal,98.61,258,Bounty,USD,,25621,8,128.61,"OSSXL #6 Mystery KO - $200K GTD [Day2]",
WPN,"HiThxBye",33516772,60.0,2025-06-01 18:06,1674,6.0,H,No Limit,Normal,-15.0,371,Bounty Multi-Entry,USD,,34619,8,45.0,"OSSXL#395M PKO - $150,000 GTD",614
WPN,"HiThxBye",33519486,200.0,2025-06-01 18:04,1432,15.0,H,No Limit,Normal,-200.0,865,Satellite Multi-Entry,USD,,35983,8,,"OSSXL #3 - $1M GTD MainEvent [Day 1B]",1393
WPN,"HiThxBye",33499596,50.0,2025-06-01 13:55,615,5.0,H,No Limit,Normal,-50.0,460,Multi-Entry Jackpot,USD,,31812,8,,"OSSXL#391L Jackpot Minor - $50,000 GTD",253
WPN,"HiThxBye",33509517,30.0,2025-05-31 19:33,446,3.0,H,No Limit,Normal,-30.0,303,Multi-Entry,USD,,38901,8,,"OSSXL#379H The Marathon - $20,000 GTD",159
WPN,"HiThxBye",33516256,100.0,2025-05-31 18:10,672,9.0,H,No Limit,Normal,-100.0,632,Bounty Multi-Entry,USD,,34845,8,,"OSSXL#378 PKO - $100,000 GTD",231
WPN,"HiThxBye",33499601,50.0,2025-05-31 16:45,610,5.0,H,No Limit,Normal,-9.9,98,Multi-Entry,USD,1,31250,8,95.1,"OSSXL#377 - $50,000 GTD",298
WPN,"HiThxBye",33475245,100.0,2025-05-31 14:49,165,9.0,H,No Limit,Normal,9.0,21,Satellite Bounty Multi-Entry,USD,,13498,8,109.0,"OSSXL #5 Mystery KO - $1M GTD [Flight]",41
WPN,"HiThxBye",33502263,50.0,2025-05-29 19:07,660,5.0,H,No Limit,Normal,-50.0,501,Multi-Entry,USD,,28958,8,,"OSSXL#351H - $50,000 GTD",287
WPN,"HiThxBye",33516255,100.0,2025-05-29 18:27,824,9.0,H,No Limit,Normal,-100.0,603,Bounty Multi-Entry,USD,,35822,8,,"OSSXL#346 PKO - $100,000 GTD",325
WPN,"HiThxBye",33504769,60.0,2025-05-29 17:11,866,6.0,H,No Limit,Normal,-60.0,348,Multi-Entry,USD,,34867,8,,"OSSXL#342H - $75,000 GTD",484
WPN,"HiThxBye",33475253,100.0,2025-05-29 16:50,119,9.0,H,No Limit,Normal,-100.0,118,Satellite Bounty Multi-Entry,USD,,13511,8,,"OSSXL #5 Mystery KO - $1M GTD [Flight]",34
WPN,"HiThxBye",33477192,30.0,2025-05-29 16:05,109,3.0,H,No Limit,Normal,3.0,5,Satellite Bounty Multi-Entry,USD,,10812,8,33.0,"OSSXL #6 Mystery KO - $200K GTD [Flight]",39
WPN,"HiThxBye",33514746,20.0,2025-05-29 15:46,888,2.0,H,No Limit,Normal,-20.0,436,Multi-Entry,USD,,30719,8,,"OSSXL#341H - $25,000 GTD",381
WPN,"HiThxBye",33516251,100.0,2025-05-26 18:34,849,9.0,H,No Limit,Normal,-100.0,657,Bounty Multi-Entry,USD,,36269,8,,"OSSXL#283M PKO - $100,000 GTD",312
WPN,"HiThxBye",33475268,100.0,2025-05-26 16:48,70,9.0,H,No Limit,Normal,-100.0,31,Satellite Bounty Multi-Entry,USD,,13412,8,,"OSSXL #5 Mystery KO - $1M GTD [Flight]",24
WPN,"HiThxBye",33509720,60.0,2025-05-26 16:37,865,6.0,H,No Limit,Normal,-126.0,239,Multi-Entry,USD,1,33760,8,,"OSSXL#280H - $75,000 GTD",417
WPN,"HiThxBye",33477017,30.0,2025-05-26 16:04,56,3.0,H,No Limit,Normal,-30.0,46,Satellite Bounty Multi-Entry,USD,,10769,8,,"OSSXL #6 Mystery KO - $200K GTD [Flight]",21
WPN,"HiThxBye",33499621,100.0,2025-05-25 22:19,1011,9.0,H,No Limit,Normal,-100.0,988,Multi-Entry,USD,,36294,8,,"OSSXL#264H - $150,000 GTD",559
WPN,"HiThxBye",33519917,100.0,2025-05-25 21:08,2493,9.0,H,No Limit,Normal,-209.0,1611,Multi-Entry,USD,1,43438,8,,"OSSXL#260M Moneymaker - $400,000 GTD",1606
WPN,"HiThxBye",33539104,50.0,2025-05-25 19:44,1115,5.0,H,No Limit,Normal,-105.0,1070,Multi-Entry,USD,1,33256,8,,"Mini Special - $80,000 GTD",476
WPN,"HiThxBye",33516776,30.0,2025-05-25 18:39,1871,3.0,H,No Limit,Normal,-30.0,901,Multi-Entry,USD,,36552,8,,"OSSXL#259L - $80,000 GTD Drew's Derby",897
WPN,"HiThxBye",33514720,20.0,2025-05-25 16:41,1470,2.0,H,No Limit,Normal,-20.0,501,Multi-Entry,USD,,34577,8,,"OSSXL#257H - $40,000 GTD Euro Mini Special",587
WPN,"HiThxBye",33499590,50.0,2025-05-25 14:20,646,5.0,H,No Limit,Normal,-105.0,265,Multi-Entry Jackpot,USD,1,33357,8,,"OSSXL#255L Jackpot Minor - $40,000 GTD",262
WPN,"HiThxBye",33515848,50.0,2025-05-22 19:11,707,5.0,H,No Limit,Normal,-50.0,625,Multi-Entry,USD,,29196,8,,"OSSXL#216H - $50,000 GTD",352
WPN,"HiThxBye",33516267,50.0,2025-05-22 17:30,1116,5.0,H,No Limit,Normal,-50.0,566,Multi-Entry,USD,,36011,8,,"OSSXL#208H - $75,000 GTD",591
WPN,"HiThxBye",33501775,100.0,2025-05-21 19:21,490,9.0,H,No Limit,Normal,-100.0,380,Multi-Entry,USD,,33376,8,,"OSSXL#193 - $60,000 GTD",245
WPN,"HiThxBye",33499577,30.0,2025-05-21 18:54,885,3.0,H,No Limit,Normal,-96.0,496,Multi-Entry,USD,2,33864,8,,"OSSXL#192H - $30,000 GTD",318
WPN,"HiThxBye",33476812,30.0,2025-05-21 18:02,30,3.0,H,No Limit,Normal,-30.0,26,Satellite Bounty Multi-Entry,USD,,10632,8,,"OSSXL #6 Mystery KO - $200K GTD [Flight]",13
WPN,"HiThxBye",33500485,100.0,2025-05-21 17:34,572,9.0,H,No Limit,Normal,-100.0,572,6-Max Bounty Multi-Entry,USD,,32693,6,,"OSSXL#190 PKO - $75,000 GTD 6-Max",255
WPN,"HiThxBye",33475250,100.0,2025-05-21 16:47,59,9.0,H,No Limit,Normal,-100.0,43,Satellite Bounty Multi-Entry,USD,,13340,8,,"OSSXL #5 Mystery KO - $1M GTD [Flight]",26
WPN,"HiThxBye",33516018,50.0,2025-05-21 16:39,763,5.0,H,No Limit,Normal,31.6,134,Multi-Entry,USD,,33897,8,81.6,"OSSXL#188H - $50,000 GTD",397
WPN,"HiThxBye",33476808,30.0,2025-05-21 16:02,47,3.0,H,No Limit,Normal,-30.0,26,Satellite Bounty Multi-Entry,USD,,10678,8,,"OSSXL #6 Mystery KO - $200K GTD [Flight]",26
WPN,"HiThxBye",33515196,30.0,2025-05-19 18:42,1062,3.0,H,No Limit,Normal,-30.0,463,Multi-Entry,USD,,33166,8,,"OSSXL#153H - $40,000 GTD",485
WPN,"HiThxBye",33516024,60.0,2025-05-19 16:13,828,6.0,H,No Limit,Normal,-126.0,537,Multi-Entry,USD,1,32324,8,,"OSSXL#147H - $75,000 GTD",448
WPN,"HiThxBye",33490550,100.0,2025-05-18 22:09,1005,9.0,H,No Limit,Normal,-100.0,918,Multi-Entry,USD,,35678,8,,"OSSXL#131H - $150,000 GTD",547
WPN,"HiThxBye",33519325,100.0,2025-05-18 20:45,2560,9.0,H,No Limit,Normal,-100.0,925,Multi-Entry,USD,,42053,8,,"OSSXL#124M Moneymaker - $400,000 GTD",1665
WPN,"HiThxBye",33519968,50.0,2025-05-18 20:15,1357,5.0,H,No Limit,Normal,-105.0,759,Multi-Entry,USD,1,35106,8,,"Mini Special - $100,000 GTD",554
WPN,"HiThxBye",33494524,60.0,2025-05-18 18:36,1874,6.0,H,No Limit,Normal,-15.0,795,Bounty Multi-Entry,USD,,36364,8,45.0,"OSSXL#123M PKO - $150,000 GTD",684
WPN,"HiThxBye",33494491,100.0,2025-05-17 18:38,391,9.0,H,No Limit,Normal,-100.0,379,Multi-Entry,USD,,30785,8,,"OSSXL#113M - $50,000 GTD",207
WPN,"HiThxBye",33494580,100.0,2025-05-17 18:09,836,9.0,H,No Limit,Normal,-100.0,779,Bounty Multi-Entry,USD,,34760,8,,"OSSXL#110 PKO - $100,000 GTD",316
WPN,"HiThxBye",33494452,50.0,2025-05-17 17:46,826,5.0,H,No Limit,Normal,377.03,13,Multi-Entry,USD,,34884,8,427.03,"OSSXL#109 - $50,000 GTD",417
WPN,"HiThxBye",33488348,50.0,2025-05-15 19:04,761,5.0,H,No Limit,Normal,-105.0,225,Multi-Entry,USD,1,28743,8,,"OSSXL#89H - $50,000 GTD",346
WPN,"HiThxBye",33488425,100.0,2025-05-15 18:45,945,9.0,H,No Limit,Normal,-75.0,686,Bounty Multi-Entry,USD,,36900,8,25.0,"OSSXL#85 PKO - $100,000 GTD",365
WPN,"HiThxBye",33488432,50.0,2025-05-15 17:38,1144,5.0,H,No Limit,Normal,2352.52,7,Multi-Entry,USD,,36480,8,2402.52,"OSSXL#82H - $75,000 GTD",673
WPN,"HiThxBye",33488361,100.0,2025-05-15 15:23,617,9.0,H,No Limit,Normal,-100.0,545,Multi-Entry,USD,,27496,8,,"OSSXL#83L - $75,000 GTD",316
WPN,"HiThxBye",33488409,100.0,2025-05-14 19:29,517,9.0,H,No Limit,Normal,-100.0,444,Multi-Entry,USD,,33871,8,,"OSSXL#71 - $60,000 GTD",262
WPN,"HiThxBye",33488403,30.0,2025-05-14 18:53,949,3.0,H,No Limit,Normal,130.53,14,Multi-Entry,USD,2,33832,8,226.53,"OSSXL#70L - $30,000 GTD",359
WPN,"HiThxBye",33488430,100.0,2025-05-14 17:50,623,9.0,H,No Limit,Normal,-100.0,447,6-Max Bounty Multi-Entry,USD,,33644,6,,"OSSXL#69 PKO - $75,000 GTD 6-Max",271
WPN,"HiThxBye",33475276,100.0,2025-05-14 16:48,49,9.0,H,No Limit,Normal,-209.0,38,Satellite Bounty Multi-Entry,USD,1,13428,8,,"OSSXL #5 Mystery KO - $1M GTD [Flight]",15
WPN,"HiThxBye",33486295,50.0,2025-05-14 16:46,839,5.0,H,No Limit,Normal,35.14,66,Multi-Entry,USD,1,34318,8,140.14,"OSSXL#67H - $50,000 GTD",399
WPN,"HiThxBye",33475808,30.0,2025-05-14 16:02,54,3.0,H,No Limit,Normal,-30.0,41,Satellite Bounty Multi-Entry,USD,,10636,8,,"OSSXL #6 Mystery KO - $200K GTD [Flight]",13
WPN,"HiThxBye",33486290,30.0,2025-05-13 19:22,915,3.0,H,No Limit,Normal,-63.0,341,Multi-Entry,USD,1,35545,8,,"OSSXL#57L - $30,000 GTD",365
WPN,"HiThxBye",33486331,100.0,2025-05-13 17:26,564,9.0,H,No Limit,Normal,172.75,41,Multi-Entry,USD,,35780,8,272.75,"OSSXL#54M - $75,000 GTD",303
WPN,"HiThxBye",33475289,100.0,2025-05-13 16:47,47,9.0,H,No Limit,Normal,-100.0,46,Satellite Bounty Multi-Entry,USD,,13351,8,,"OSSXL #5 Mystery KO - $1M GTD [Flight]",15
WPN,"HiThxBye",33486284,50.0,2025-05-13 16:35,909,5.0,H,No Limit,Normal,-50.0,170,Multi-Entry,USD,,33617,8,,"OSSXL#53H - $60,000 GTD",436
WPN,"HiThxBye",33485981,100.0,2025-05-11 22:28,955,9.0,H,No Limit,Normal,-100.0,820,Multi-Entry,USD,,36808,8,,"OSSXL#20H - $150,000 GTD",534
WPN,"HiThxBye",33485989,40.0,2025-05-11 21:41,1168,4.0,H,No Limit,Normal,38.3,148,Multi-Entry,USD,,34012,8,78.3,"OSSXL#20L - $75,000 GTD",452
WPN,"HiThxBye",33489401,100.0,2025-05-11 21:05,2385,9.0,H,No Limit,Normal,-209.0,1998,Multi-Entry,USD,1,43219,8,,"OSSXL#15L Moneymaker - $400,000 GTD",1380
WPN,"HiThxBye",33501074,50.0,2025-05-11 19:54,1277,5.0,H,No Limit,Normal,3.7,141,Multi-Entry,USD,1,33840,8,108.7,"Mini Special - $100,000 GTD",527
WPN,"HiThxBye",33485816,30.0,2025-05-11 18:41,1979,3.0,H,No Limit,Normal,-30.0,732,Multi-Entry,USD,,36673,8,,"OSSXL#14M - $100,000 GTD Drew's Derby",945
WPN,"HiThxBye",33485794,60.0,2025-05-11 18:13,1754,6.0,H,No Limit,Normal,-60.0,1140,Bounty Multi-Entry,USD,,34990,8,,"OSSXL#14H PKO - $150,000 GTD",577
WPN,"HiThxBye",33485651,100.0,2025-05-11 14:22,496,9.0,H,No Limit,Normal,-100.0,410,Multi-Entry Jackpot,USD,,33422,8,,"OSSXL#9H Jackpot Major - $75,000 GTD",213
WPN,"HiThxBye",33485661,50.0,2025-05-11 13:42,666,5.0,H,No Limit,Normal,-105.0,476,Multi-Entry Jackpot,USD,1,31053,8,,"OSSXL#9L Jackpot Minor - $50,000 GTD",276
WPN,"HiThxBye",33478340,50.0,2025-05-08 17:10,717,5.0,H,No Limit,Normal,-50.0,646,Multi-Entry,USD,,34859,8,,"Big Poker Thursdays - $40,000 GTD",357
WPN,"HiThxBye",33495662,100.0,2025-05-08 15:55,466,9.0,H,No Limit,Normal,-100.0,269,Multi-Entry,USD,,29424,8,,"Big Poker Thursdays - $60,000 GTD",250
WPN,"HiThxBye",33478301,60.0,2025-05-07 16:30,347,6.0,H,No Limit,Normal,484.63,9,Multi-Entry,USD,,33317,8,544.63,"$25,000 GTD",178
WPN,"HiThxBye",33475428,100.0,2025-05-07 14:48,47,9.0,H,No Limit,Normal,-100.0,45,Satellite Bounty Multi-Entry,USD,,13392,8,,"OSSXL #5 Mystery KO - $1M GTD [Flight]",10
WPN,"HiThxBye",33478221,100.0,2025-05-05 19:34,534,9.0,H,No Limit,Normal,-100.0,392,Multi-Entry,USD,,32661,8,,"Must Play Mondays - $60,000 GTD",294
WPN,"HiThxBye",33484862,100.0,2025-05-05 18:26,678,9.0,H,No Limit,Normal,-100.0,591,Bounty Multi-Entry,USD,,35760,8,,"Must Play Mondays PKO - $75,000 GTD",277
WPN,"HiThxBye",33488789,30.0,2025-05-05 18:17,920,3.0,H,No Limit,Normal,-30.0,223,Multi-Entry,USD,,31659,8,,"Must Play Mondays - $30,000 GTD",364
WPN,"HiThxBye",33478214,60.0,2025-05-05 16:14,637,6.0,H,No Limit,Normal,-126.0,499,Multi-Entry,USD,1,32383,8,,"Must Play Mondays - $40,000 GTD",332
WPN,"HiThxBye",33479037,100.0,2025-05-04 20:37,2251,9.0,H,No Limit,Normal,1064.19,23,Multi-Entry,USD,1,41576,8,1273.19,"The Sunday Moneymaker - $300,000 GTD",1433
WPN,"HiThxBye",33482596,50.0,2025-05-04 20:30,1628,5.0,H,No Limit,Normal,-105.0,1111,Multi-Entry,USD,1,36012,8,,"Mini Special - $100,000 GTD",743
WPN,"HiThxBye",33482353,30.0,2025-05-04 18:40,1819,3.0,H,No Limit,Normal,-96.0,948,Multi-Entry,USD,2,36657,8,,"Drew's Derby - $75,000 GTD",929
WPN,"HiThxBye",33482354,60.0,2025-05-04 18:21,1561,6.0,H,No Limit,Normal,-126.0,1300,Bounty Multi-Entry,USD,1,35496,8,,"PKO Major Mash Up - $100,000 GTD",552
WPN,"HiThxBye",33467984,100.0,2025-05-04 13:43,374,9.0,H,No Limit,Normal,-100.0,360,Multi-Entry Jackpot,USD,,31084,8,,"Jackpot WarmUp Major A - $50,000 GTD",161
WPN,"HiThxBye",33478705,30.0,2025-05-02 17:49,251,3.0,H,No Limit,Normal,-30.0,142,Multi-Entry,USD,,19180,8,,"Mega Stack - $10,000 GTD",68
WPN,"HiThxBye",33478264,30.0,2025-05-02 16:49,617,3.0,H,No Limit,Normal,-30.0,441,Bounty Multi-Entry,USD,,26397,8,,"PKO - $20,000 GTD",158
WPN,"HiThxBye",33477977,50.0,2025-05-02 15:11,266,5.0,H,No Limit,Normal,-105.0,95,Multi-Entry,USD,1,28561,8,,"$20,000 GTD",130
WPN,"HiThxBye",33474477,30.0,2025-05-01 19:11,742,3.0,H,No Limit,Normal,-22.5,704,Bounty Multi-Entry,USD,,34878,8,7.5,"Big Poker Thursdays PKO - $30,000 GTD",275
WPN,"HiThxBye",33474683,50.0,2025-05-01 17:51,298,5.0,H,No Limit,Normal,697.26,7,Multi-Entry,USD,,24412,8,747.26,"$20,000 GTD",150
WPN,"HiThxBye",33476088,50.0,2025-05-01 16:25,549,5.0,H,No Limit,Normal,33.78,90,Multi-Entry,USD,,32143,8,83.78,"Big Poker Thursdays - $40,000 GTD",332
WPN,"HiThxBye",33399320,60.0,2025-04-28 11:29,7890,6.0,H,No Limit,Normal,139.5,442,,USD,,80680,8,199.5,"Venom WarmUp - $500,000 GTD [Day2]",
WPN,"HiThxBye",33430498,100.0,2025-04-27 21:03,2460,9.0,H,No Limit,Normal,-209.0,1997,Multi-Entry,USD,1,43123,8,,"VSpecial Moneymaker - $400,000 GTD",1572
WPN,"HiThxBye",33460797,50.0,2025-04-27 20:05,1194,5.0,H,No Limit,Normal,-105.0,490,Multi-Entry,USD,1,34530,8,,"Mini Special - $80,000 GTD",485
WPN,"HiThxBye",33426749,30.0,2025-04-27 18:47,2237,3.0,H,No Limit,Normal,-30.0,1132,Multi-Entry,USD,,37024,8,,"VSpecial Drew's Derby - $100,000 GTD",1103
WPN,"HiThxBye",33456617,30.0,2025-04-25 18:21,243,3.0,H,No Limit,Normal,-30.0,178,Multi-Entry,USD,,21104,8,,"Mega Stack - $10,000 GTD",69
WPN,"HiThxBye",33456180,30.0,2025-04-25 17:43,619,3.0,H,No Limit,Normal,-30.0,549,Bounty Multi-Entry,USD,,29618,8,,"PKO - $20,000 GTD",167
WPN,"HiThxBye",33456095,30.0,2025-04-25 17:19,285,3.0,H,No Limit,Normal,-30.0,56,Multi-Entry,USD,,30867,8,,"The Marathon - $10,000 GTD",87
WPN,"HiThxBye",33415706,30.0,2025-04-24 19:51,1058,3.0,H,No Limit,Normal,-30.0,957,Bounty Multi-Entry,USD,,37294,8,,"VSpecial PKO Big Poker Thursdays - $40K GTD",397
WPN,"HiThxBye",33415726,50.0,2025-04-24 18:27,584,5.0,H,No Limit,Normal,66.28,20,Multi-Entry,USD,2,26557,8,226.28,"VSpecial - $40,000 GTD",286
WPN,"HiThxBye",33399368,60.0,2025-04-24 17:29,72,6.0,H,No Limit,Normal,-60.0,7,Satellite Multi-Entry,USD,1,15896,8,66.0,"Venom WarmUp - $500K GTD [Flight]",24
WPN,"HiThxBye",33415700,50.0,2025-04-24 17:21,823,5.0,H,No Limit,Normal,-50.0,174,Multi-Entry,USD,,35473,8,,"VSpecial Big Poker Thursdays - $60,000 GTD",488
WPN,"HiThxBye",33437067,100.0,2025-04-20 20:35,1848,9.0,H,No Limit,Normal,1287.46,15,Multi-Entry,USD,1,41431,8,1496.46,"The Sunday Moneymaker - $250,000 GTD",1211
WPN,"HiThxBye",33384978,90.0,2025-04-20 19:44,737,5.0,H,No Limit,Normal,-90.0,588,Satellite Multi-Entry,USD,,20355,8,,"Beast Venom Day 1E - 30 Seats GTD",226
WPN,"HiThxBye",33436759,30.0,2025-04-20 18:52,1604,3.0,H,No Limit,Normal,-30.0,686,Multi-Entry,USD,,37350,8,,"Drew's Derby - $75,000 GTD",804
WPN,"HiThxBye",33399408,60.0,2025-04-15 19:06,65,6.0,H,No Limit,Normal,-60.0,17,Satellite Multi-Entry,USD,,16562,8,,"Venom WarmUp - $500K GTD [Flight]",38
WPN,"HiThxBye",33424779,30.0,2025-04-15 16:52,487,3.0,H,No Limit,Normal,21.02,68,Multi-Entry,USD,,26551,8,51.02,"$20,000 GTD",203
WPN,"HiThxBye",33415167,100.0,2025-04-13 20:50,2307,9.0,H,No Limit,Normal,72.8,446,Multi-Entry,USD,,42339,8,172.8,"VSpecial Moneymaker - $400,000 GTD",1575
WPN,"HiThxBye",33397801,60.0,2025-04-13 20:07,245,6.0,H,No Limit,Normal,-60.0,179,,USD,,20252,8,,"Route 66 - $100,000 GTD [Day2]",
WPN,"HiThxBye",33416040,50.0,2025-04-13 20:07,1250,5.0,H,No Limit,Normal,42.5,174,Multi-Entry,USD,,34642,8,92.5,"Mini Special - $100,000 GTD",540
WPN,"HiThxBye",33397836,60.0,2025-04-13 14:04,225,6.0,H,No Limit,Normal,6.0,47,Satellite Multi-Entry,USD,,5693,8,66.0,"Route 66 - $100K GTD LAST CHANCE Hyper [Flight]",59
WPN,"HiThxBye",33397838,60.0,2025-04-13 11:04,184,6.0,H,No Limit,Normal,-60.0,72,Satellite Multi-Entry,USD,,16464,8,,"Route 66 - $100,000 GTD [Flight]",68
WPN,"HiThxBye",33414187,30.0,2025-04-11 17:32,18,1.5,H,No Limit,Super Turbo,60.75,3,Bounty Multi-Entry,USD,,2835,8,90.75,"Lightning PKO - $600 GTD",2
WPN,"HiThxBye",33413055,30.0,2025-04-11 17:05,649,3.0,H,No Limit,Normal,-30.0,403,Bounty Multi-Entry,USD,,27344,8,,"PKO - $20,000 GTD",211
WPN,"HiThxBye",33412939,30.0,2025-04-11 16:48,273,3.0,H,No Limit,Normal,21.07,38,Multi-Entry,USD,,28987,8,51.07,"The Marathon - $10,000 GTD",120
WPN,"HiThxBye",33412787,50.0,2025-04-11 14:10,263,5.0,H,No Limit,Normal,-50.0,113,Multi-Entry,USD,,24938,8,,"$20,000 GTD",101
WPN,"HiThxBye",33408141,30.0,2025-04-10 18:47,909,3.0,H,No Limit,Normal,-30.0,792,Bounty Multi-Entry,USD,,33449,8,,"Big Poker Thursdays PKO - $30,000 GTD",318
WPN,"HiThxBye",33408397,50.0,2025-04-10 18:14,333,5.0,H,No Limit,Normal,-105.0,148,Multi-Entry,USD,1,25773,8,,"$20,000 GTD",152
WPN,"HiThxBye",33407932,50.0,2025-04-10 16:25,718,5.0,H,No Limit,Normal,-105.0,408,Multi-Entry,USD,1,32116,8,,"Big Poker Thursdays - $50,000 GTD",402
WPN,"HiThxBye",33402803,40.0,2025-04-08 17:51,166,4.0,H,No Limit,Normal,-84.0,115,Multi-Entry,USD,1,17170,8,,"Mega Stack - $10,000 GTD",58
WPN,"HiThxBye",33402073,30.0,2025-04-08 16:51,458,3.0,H,No Limit,Normal,-30.0,411,Multi-Entry,USD,,26510,8,,"$20,000 GTD",178
WPN,"HiThxBye",33405720,50.0,2025-04-08 16:03,364,5.0,H,No Limit,Normal,-105.0,122,Multi-Entry,USD,1,31733,8,,"$30,000 GTD",199
WPN,"HiThxBye",33385713,100.0,2025-04-06 21:52,2632,9.0,H,No Limit,Normal,-209.0,1955,Multi-Entry,USD,1,46051,8,,"Supersized Moneymaker - $400,000 GTD",1701
WPN,"HiThxBye",33385376,60.0,2025-04-06 14:05,322,6.0,H,No Limit,Normal,-126.0,192,Satellite Multi-Entry,USD,1,5723,8,,"Route 66 - $100K GTD LAST CHANCE Hyper [Flight]",90
WPN,"HiThxBye",33385401,60.0,2025-04-06 13:34,413,6.0,H,No Limit,Normal,-126.0,403,Satellite Multi-Entry,USD,1,16171,8,,"Route 66 - $100,000 GTD Last [Flight]",159
WPN,"HiThxBye",33377450,40.0,2025-04-01 18:19,195,4.0,H,No Limit,Normal,102.97,10,Multi-Entry,USD,,18844,8,142.97,"Mega Stack - $10,000 GTD",65
WPN,"HiThxBye",33376611,30.0,2025-04-01 17:02,473,3.0,H,No Limit,Normal,-63.0,187,Multi-Entry,USD,1,27131,8,,"$20,000 GTD",184
