Rede, Jogador, ID do Jogo, Stake, Data, Participantes, Rake, Jogo, Estrutura, Velocidade, Resultado, Posição, Bandeiras, Moeda, Reentradas/Recompras, Duração, Jogadores por mesa, Prêmio, Nome, Total de Reentradas
WPN,"HiThxBye",29681457,40.0,2023-05-10 21:38,291,4.0,H,No Limit,Normal,46.0,49,Multi-Entry,USD,,27186,8,86.0,"Mega Stack - $15,000 GTD",139
WPN,"HiThxBye",29592523,30.0,2023-05-10 20:47,1084,3.0,H,No Limit,Normal,-63.0,258,Multi-Entry,USD,1,38577,8,,"OSS #42L - $40,000 GTD",512
WPN,"HiThxBye",29680679,15.0,2023-05-10 18:08,471,1.5,H,No Limit,Normal,-15.0,137,Multi-Entry,USD,,23936,8,,"$7,500 GTD",156
WPN,"HiThxBye",29680858,10.0,2023-05-10 16:01,71,1.0,H,No Limit,Turbo,-10.0,42,Multi-Entry,USD,,14169,8,,"Turbo - $750 GTD",18
WPN,"HiThxBye",29671013,20.0,2023-05-09 00:49,256,1.0,H,No Limit,Super Turbo,-41.0,65,Multi-Entry,USD,1,13498,8,,"Hyper - $7,500 GTD",109
WPN,"HiThxBye",29669934,30.0,2023-05-09 00:22,85,3.0,H,No Limit,Normal,-63.0,46,Multi-Entry,USD,1,22027,8,,"Mega Stack - $3,000 GTD",33
WPN,"HiThxBye",29669031,80.0,2023-05-09 00:16,372,8.0,H,No Limit,Normal,141.6,43,Multi-Entry,USD,,30697,8,221.6,"Loncar Mega Stack - $40,000 GTD",182
WPN,"HiThxBye",29593247,50.0,2023-05-09 00:02,316,5.0,H,No Limit,Normal,-50.0,96,Multi-Entry,USD,,25050,8,,"OSS #25 - $20,000 GTD",171
WPN,"HiThxBye",29596209,25.0,2023-05-08 23:33,583,2.5,H,No Limit,Normal,38.11,73,6-Max Multi-Entry,USD,,36214,6,63.11,"OSS #22L - $20,000 GTD 6-Max",388
WPN,"HiThxBye",29669543,15.0,2023-05-08 23:11,180,1.5,H,No Limit,Normal,-15.0,97,Multi-Entry,USD,,21366,8,,"$4,000 GTD",64
WPN,"HiThxBye",29669872,10.0,2023-05-08 22:28,80,1.0,H,No Limit,Turbo,55.8,5,Multi-Entry,USD,,15806,8,65.8,"Turbo - $750 GTD",14
WPN,"HiThxBye",29670008,20.0,2023-05-08 22:16,267,2.0,H,No Limit,Normal,-20.0,83,Multi-Entry,USD,,27982,8,,"$6,000 GTD 1RE",80
WPN,"HiThxBye",29683320,20.0,2023-05-08 21:42,36,2.0,H,No Limit,Turbo,-20.0,29,OnDemand Multi-Entry,USD,,6766,9,,"$20 Hold'Em Turbo - On Demand",6
WPN,"HiThxBye",29667003,30.0,2023-05-08 19:54,730,3.0,H,No Limit,Normal,-30.0,293,Multi-Entry,USD,,35344,8,,"BIG10 - $30,000 GTD",335
WPN,"HiThxBye",29608398,50.0,2023-05-08 19:03,1186,5.0,H,No Limit,Normal,-50.0,393,Multi-Entry,USD,,41608,8,,"OSS #18 - $60,000 GTD",759
WPN,"HiThxBye",29667425,15.0,2023-05-08 18:04,456,1.5,H,No Limit,Normal,-15.0,95,Multi-Entry,USD,,23669,8,,"$7,500 GTD",103
WPN,"HiThxBye",29666398,15.0,2023-05-08 17:23,868,1.5,H,No Limit,Normal,-15.0,226,Multi-Entry,USD,,35620,8,,"BIG10 - $15,000 GTD",279
WPN,"HiThxBye",29666651,30.0,2023-05-08 14:42,175,3.0,H,No Limit,Normal,-30.0,37,6-Max Multi-Entry,USD,,21468,6,,"$5,000 GTD 6-Max",49
WPN,"HiThxBye",29667000,10.0,2023-05-08 14:13,68,1.0,H,No Limit,Turbo,-21.0,35,Multi-Entry,USD,1,14934,8,,"Turbo - $750 GTD",20
WPN,"HiThxBye",29592185,80.0,2023-05-08 00:48,677,8.0,H,No Limit,Normal,-80.0,285,Multi-Entry,USD,,32610,8,,"OSS #12M - $75,000 GTD Loncar MegaStack",338
WPN,"HiThxBye",29664243,20.0,2023-05-08 00:46,269,1.0,H,No Limit,Super Turbo,-20.0,100,Multi-Entry,USD,,13285,8,,"Hyper - $7,500 GTD",123
WPN,"HiThxBye",29593569,10.0,2023-05-08 00:16,1440,1.0,H,No Limit,Normal,-10.0,385,Multi-Entry,USD,,30705,8,,"OSS #12L - $25,000 GTD The Boski Special",1068
WPN,"HiThxBye",29653998,20.0,2023-05-07 22:32,472,2.0,H,No Limit,Normal,-20.0,140,Multi-Entry,USD,,29573,8,,"$10,000 GTD 1RE",134
WPN,"HiThxBye",29652679,50.0,2023-05-07 22:30,1531,5.0,H,No Limit,Normal,49.54,244,Multi-Entry,USD,,41158,8,99.54,"Special BIG10 - $100,000 GTD",681
WPN,"HiThxBye",29677177,20.0,2023-05-07 22:02,25,2.0,H,No Limit,Turbo,-20.0,6,OnDemand Multi-Entry,USD,,5491,9,,"$20 Hold'Em Turbo - On Demand",2
WPN,"HiThxBye",29654069,40.0,2023-05-07 21:54,579,4.0,H,No Limit,Normal,71.65,54,Multi-Entry,USD,,26643,8,111.65,"$30,000 GTD",242
WPN,"HiThxBye",29652340,100.0,2023-05-07 21:53,2060,9.0,H,No Limit,Normal,-100.0,1092,Multi-Entry,USD,,42518,8,,"Sunday WarmUp - $300,000 GTD",1254
WPN,"HiThxBye",29602098,60.0,2023-05-07 21:19,310,6.0,H,No Limit,Normal,195.0,82,,USD,,24583,8,255.0,"Route 66 - $150,000 GTD [Day2]",
WPN,"HiThxBye",29593151,80.0,2023-05-07 20:51,817,8.0,H,No Limit,Normal,-80.0,282,Multi-Entry,USD,,27688,8,,"OSS #10 - $75,000 GTD",388
WPN,"HiThxBye",29654939,10.0,2023-05-07 20:50,114,1.0,H,No Limit,Turbo,-10.0,62,Multi-Entry,USD,,17112,8,,"Turbo - $1,500 GTD",40
WPN,"HiThxBye",29651933,30.0,2023-05-07 20:34,1759,3.0,H,No Limit,Normal,-30.0,739,Multi-Entry,USD,,41394,8,,"BIG10 - $80,000 GTD",800
WPN,"HiThxBye",29651585,15.0,2023-05-07 17:36,1459,1.5,H,No Limit,Normal,31.68,110,Multi-Entry,USD,,36376,8,46.68,"BIG10 - $30,000 GTD",616
WPN,"HiThxBye",29653004,30.0,2023-05-07 16:53,88,3.0,H,No Limit,Turbo,-30.0,60,Multi-Entry,USD,,17297,8,,"Turbo - $3,000 GTD",18
WPN,"HiThxBye",29652399,15.0,2023-05-07 16:46,508,1.5,H,No Limit,Normal,-15.0,206,Multi-Entry,USD,,23468,8,,"$10,000 GTD",195
WPN,"HiThxBye",29623751,15.0,2023-05-07 14:14,258,1.5,H,No Limit,Normal,-15.0,82,Satellite Multi-Entry,USD,,11349,8,,"SundaySqueeze - $25K GTD 1RE Last [Flight]",62
WPN,"HiThxBye",29602131,60.0,2023-05-07 13:32,499,6.0,H,No Limit,Normal,6.0,4,Satellite Multi-Entry,USD,,16071,8,66.0,"Route 66 - $150,000 GTD Last [Flight]",219
WPN,"HiThxBye",29646784,30.0,2023-05-06 00:49,111,3.0,H,No Limit,Normal,577.5,3,Multi-Entry,USD,,23699,8,607.5,"Mega Stack - $5,000 GTD",35
WPN,"HiThxBye",29647895,20.0,2023-05-06 00:32,298,1.0,H,No Limit,Super Turbo,-20.0,182,Multi-Entry,USD,,12468,8,,"Hyper - $7,500 GTD",172
WPN,"HiThxBye",29645166,40.0,2023-05-06 00:05,470,4.0,H,No Limit,Normal,-84.0,188,Multi-Entry,USD,1,36017,8,,"BIG10 - $30,000 GTD",237
WPN,"HiThxBye",29645780,80.0,2023-05-05 23:55,345,8.0,H,No Limit,Normal,-80.0,157,Multi-Entry,USD,,29420,8,,"Loncar Mega Stack - $40,000 GTD",151
WPN,"HiThxBye",29645779,10.0,2023-05-05 23:54,1113,1.0,H,No Limit,Normal,21.57,92,Multi-Entry,USD,,29364,8,31.57,"The Boski Special - $15,000 GTD",641
WPN,"HiThxBye",29646398,15.0,2023-05-05 22:54,198,1.5,H,No Limit,Normal,32.68,18,Multi-Entry,USD,,20397,8,47.68,"$4,000 GTD",91
WPN,"HiThxBye",29645304,20.0,2023-05-05 22:21,277,2.0,H,No Limit,Normal,-20.0,142,Multi-Entry,USD,,28300,8,,"$7,500 GTD 1RE",65
WPN,"HiThxBye",29646716,10.0,2023-05-05 21:51,76,1.0,H,No Limit,Turbo,-10.0,33,Multi-Entry,USD,,13615,8,,"Turbo - $750 GTD",19
WPN,"HiThxBye",29623740,15.0,2023-05-05 20:36,53,1.5,H,No Limit,Normal,-15.0,21,Satellite Multi-Entry,USD,,11179,8,,"SundaySqueeze - $25K GTD 1RE [Flight]",12
WPN,"HiThxBye",29643936,8.0,2023-05-05 20:24,657,0.8,H,No Limit,Normal,-8.0,190,Multi-Entry,USD,,37158,8,,"BIG10 - $8,000 GTD",318
WPN,"HiThxBye",29644978,15.0,2023-05-05 19:14,333,1.5,H,No Limit,Normal,-15.0,75,Multi-Entry,USD,,20690,8,,"$6,000 GTD",101
WPN,"HiThxBye",29657271,30.0,2023-05-05 19:09,21,3.0,H,No Limit,Turbo,-30.0,8,OnDemand Multi-Entry,USD,,6142,9,,"$30 Hold'Em Turbo - On Demand",5
WPN,"HiThxBye",29602118,60.0,2023-05-05 19:03,54,6.0,H,No Limit,Normal,-60.0,14,Satellite Multi-Entry,USD,,16393,8,,"Route 66 - $150,000 GTD [Flight]",23
WPN,"HiThxBye",29643322,50.0,2023-05-05 16:55,360,5.0,H,No Limit,Normal,79.75,41,Multi-Entry,USD,,33906,8,129.75,"BIG10 - $25,000 GTD",159
WPN,"HiThxBye",29644050,50.0,2023-05-05 16:36,166,5.0,H,No Limit,Normal,-50.0,66,Multi-Entry,USD,,21983,8,,"$10,000 GTD",55
WPN,"HiThxBye",29643324,15.0,2023-05-05 16:34,620,1.5,H,No Limit,Normal,-31.5,137,Multi-Entry,USD,1,32641,8,,"BIG10 - $12,500 GTD",215
WPN,"HiThxBye",29643935,10.0,2023-05-05 14:47,76,1.0,H,No Limit,Turbo,-10.0,42,Multi-Entry,USD,,16944,8,,"Turbo - $750 GTD",27
WPN,"HiThxBye",29643572,30.0,2023-05-05 14:28,135,3.0,H,No Limit,Normal,-30.0,26,6-Max Multi-Entry,USD,,20628,6,,"$5,000 GTD 6-Max",24
WPN,"HiThxBye",29639143,80.0,2023-05-05 00:20,448,8.0,H,No Limit,Normal,-80.0,214,Multi-Entry,USD,,30953,8,,"Loncar Mega Stack - $40,000 GTD",213
WPN,"HiThxBye",29639142,10.0,2023-05-04 23:54,1060,1.0,H,No Limit,Normal,-10.0,373,Multi-Entry,USD,,29364,8,,"The Boski Special - $15,000 GTD",673
WPN,"HiThxBye",29640078,10.0,2023-05-04 22:44,90,1.0,H,No Limit,Turbo,-10.0,44,Multi-Entry,USD,,16743,8,,"Turbo - $750 GTD",27
WPN,"HiThxBye",29638612,20.0,2023-05-04 22:26,333,2.0,H,No Limit,Normal,-20.0,101,Multi-Entry,USD,,28590,8,,"$7,500 GTD 1RE",70
WPN,"HiThxBye",29656021,30.0,2023-05-04 21:52,31,3.0,H,No Limit,Turbo,-30.0,23,OnDemand Multi-Entry,USD,,6688,9,,"$30 Hold'Em Turbo - On Demand",4
WPN,"HiThxBye",29638433,40.0,2023-05-04 21:41,343,4.0,H,No Limit,Normal,-40.0,129,Multi-Entry,USD,,27369,8,,"Mega Stack - $15,000 GTD",158
WPN,"HiThxBye",29656259,15.0,2023-05-04 21:34,31,1.5,H,No Limit,Turbo,-15.0,13,OnDemand Multi-Entry,USD,,6135,9,,"$15 Hold'Em Turbo - On Demand",4
WPN,"HiThxBye",29656334,20.0,2023-05-04 21:22,25,2.0,H,No Limit,Turbo,-20.0,16,OnDemand Multi-Entry,USD,,5402,9,,"$20 Hold'Em Turbo - On Demand",1
WPN,"HiThxBye",29637413,15.0,2023-05-04 17:48,474,1.5,H,No Limit,Normal,-15.0,99,Multi-Entry,USD,,22704,8,,"$7,500 GTD",133
WPN,"HiThxBye",29636305,50.0,2023-05-04 17:41,555,5.0,H,No Limit,Normal,-50.0,250,Multi-Entry,USD,,36711,8,,"BIG10 - $30,000 GTD",240
WPN,"HiThxBye",29623752,15.0,2023-05-04 17:36,46,1.5,H,No Limit,Normal,-15.0,19,Satellite Multi-Entry,USD,,11204,8,,"SundaySqueeze - $25K GTD 1RE [Flight]",8
WPN,"HiThxBye",29637075,60.0,2023-05-04 17:22,243,6.0,H,No Limit,Normal,-60.0,115,Multi-Entry,USD,,24732,8,,"$15,000 GTD",61
WPN,"HiThxBye",29636307,15.0,2023-05-04 17:04,830,1.5,H,No Limit,Normal,-15.0,278,Multi-Entry,USD,,34495,8,,"BIG10 - $15,000 GTD",281
WPN,"HiThxBye",29636610,30.0,2023-05-04 15:05,165,3.0,H,No Limit,Normal,31.8,23,6-Max Multi-Entry,USD,,22859,6,61.8,"$5,000 GTD 6-Max",41
WPN,"HiThxBye",29636956,10.0,2023-05-04 14:28,85,1.0,H,No Limit,Turbo,254.0,1,Multi-Entry,USD,,15809,8,264.0,"Turbo - $750 GTD",11
WPN,"HiThxBye",29627410,20.0,2023-05-03 00:56,308,1.0,H,No Limit,Super Turbo,-20.0,76,Multi-Entry,USD,,13901,8,,"Hyper - $7,500 GTD",154
WPN,"HiThxBye",29625301,80.0,2023-05-03 00:03,376,8.0,H,No Limit,Normal,-80.0,152,Multi-Entry,USD,,29937,8,,"Loncar Mega Stack - $40,000 GTD",168
WPN,"HiThxBye",29625950,15.0,2023-05-02 23:26,243,1.5,H,No Limit,Normal,-15.0,97,Multi-Entry,USD,,22312,8,,"$4,000 GTD",98
WPN,"HiThxBye",29625875,50.0,2023-05-02 23:06,153,5.0,H,No Limit,Normal,81.25,18,Multi-Entry,USD,,21678,8,131.25,"$10,000 GTD",57
WPN,"HiThxBye",29641021,30.0,2023-05-02 22:40,16,3.0,H,No Limit,Turbo,-30.0,14,OnDemand Multi-Entry,USD,,4255,9,,"$30 Hold'Em Turbo - On Demand",3
WPN,"HiThxBye",29624795,20.0,2023-05-02 22:17,294,2.0,H,No Limit,Normal,-20.0,149,Multi-Entry,USD,,28032,8,,"$7,500 GTD 1RE",87
WPN,"HiThxBye",29624627,40.0,2023-05-02 21:38,303,4.0,H,No Limit,Normal,-40.0,86,Multi-Entry,USD,,27181,8,,"Mega Stack - $15,000 GTD",123
WPN,"HiThxBye",29622894,30.0,2023-05-02 20:21,659,3.0,H,No Limit,Normal,-30.0,130,Multi-Entry,USD,,36997,8,,"BIG10 - $30,000 GTD",354
WPN,"HiThxBye",29625444,10.0,2023-05-02 20:14,63,1.0,H,No Limit,Turbo,11.0,11,6-Max Multi-Entry,USD,,14975,6,21.0,"Turbo - $750 GTD 6-Max",21
WPN,"HiThxBye",29623462,15.0,2023-05-02 17:53,401,1.5,H,No Limit,Normal,-15.0,139,Multi-Entry,USD,,23004,8,,"$7,500 GTD",150
WPN,"HiThxBye",29622149,50.0,2023-05-02 17:29,453,5.0,H,No Limit,Normal,-50.0,152,Multi-Entry,USD,,35956,8,,"BIG10 - $30,000 GTD",183
WPN,"HiThxBye",29622151,15.0,2023-05-02 17:24,728,1.5,H,No Limit,Normal,-15.0,306,Multi-Entry,USD,,35668,8,,"BIG10 - $15,000 GTD",316
WPN,"HiThxBye",29622475,30.0,2023-05-02 14:55,173,3.0,H,No Limit,Normal,-30.0,56,6-Max Multi-Entry,USD,,22259,6,,"$5,000 GTD 6-Max",38
WPN,"HiThxBye",29622891,10.0,2023-05-02 14:06,69,1.0,H,No Limit,Turbo,-10.0,35,Multi-Entry,USD,,14487,8,,"Turbo - $750 GTD",11
WPN,"HiThxBye",29619756,20.0,2023-05-02 00:44,275,1.0,H,No Limit,Super Turbo,-20.0,92,Multi-Entry,USD,,13179,8,,"Hyper - $7,500 GTD",119
WPN,"HiThxBye",29619541,50.0,2023-05-02 00:00,63,5.0,H,No Limit,Turbo,-50.0,31,Multi-Entry,USD,,12644,8,,"Turbo - $4,000 GTD",14
WPN,"HiThxBye",29618295,15.0,2023-05-01 23:31,193,1.5,H,No Limit,Normal,-15.0,105,Multi-Entry,USD,,22585,8,,"$4,000 GTD",82
WPN,"HiThxBye",29633700,30.0,2023-05-01 22:50,22,3.0,H,No Limit,Turbo,-30.0,7,OnDemand Multi-Entry,USD,,7058,9,,"$30 Hold'Em Turbo - On Demand",2
WPN,"HiThxBye",29617194,20.0,2023-05-01 22:02,260,2.0,H,No Limit,Normal,1067.5,2,Multi-Entry,USD,,27167,8,1087.5,"$7,500 GTD 1RE",70
WPN,"HiThxBye",29617021,40.0,2023-05-01 21:05,278,4.0,H,No Limit,Normal,-40.0,98,Multi-Entry,USD,,25229,8,,"Mega Stack - $15,000 GTD",101
WPN,"HiThxBye",29464248,30.0,2023-05-01 20:30,1020,3.0,H,No Limit,Normal,-30.0,209,Multi-Entry,USD,,37505,8,,"Venom Special - $50,000 GTD",648
WPN,"HiThxBye",29615509,8.0,2023-05-01 20:17,612,0.8,H,No Limit,Normal,-8.0,110,Multi-Entry,USD,,36773,8,,"BIG10 - $8,000 GTD",292
WPN,"HiThxBye",29632842,6.0,2023-05-01 19:49,63,0.6,H,No Limit,Turbo,-6.0,19,OnDemand Multi-Entry,USD,,7041,9,,"$6 Hold'Em Turbo - On Demand",10
WPN,"HiThxBye",29632828,15.0,2023-05-01 19:37,36,1.5,H,No Limit,Turbo,-15.0,8,OnDemand Multi-Entry,USD,,5928,9,,"$15 Hold'Em Turbo - On Demand",5
WPN,"HiThxBye",29616800,15.0,2023-05-01 19:25,309,1.5,H,No Limit,Normal,-15.0,121,Multi-Entry,USD,,21347,8,,"$6,000 GTD",103
WPN,"HiThxBye",29632606,20.0,2023-05-01 19:15,33,2.0,H,No Limit,Turbo,-20.0,26,OnDemand Multi-Entry,USD,,5812,9,,"$20 Hold'Em Turbo - On Demand",4
WPN,"HiThxBye",29632731,15.0,2023-05-01 19:03,27,1.5,H,No Limit,Turbo,-15.0,9,OnDemand Multi-Entry,USD,,5796,9,,"$15 Hold'Em Turbo - On Demand",3
WPN,"HiThxBye",29632437,15.0,2023-05-01 18:54,33,1.5,H,No Limit,Turbo,-15.0,17,OnDemand Multi-Entry,USD,,6281,9,,"$15 Hold'Em Turbo - On Demand",3
WPN,"HiThxBye",29616014,15.0,2023-05-01 17:54,372,1.5,H,No Limit,Normal,79.68,11,Multi-Entry,USD,,23062,8,94.68,"$7,500 GTD",154
WPN,"HiThxBye",29614824,15.0,2023-05-01 17:21,693,1.5,H,No Limit,Normal,-15.0,204,Multi-Entry,USD,,35463,8,,"BIG10 - $15,000 GTD",293
WPN,"HiThxBye",29615507,10.0,2023-05-01 14:38,81,1.0,H,No Limit,Turbo,-10.0,22,Multi-Entry,USD,,16434,8,,"Turbo - $750 GTD",21
WPN,"HiThxBye",29459982,80.0,2023-05-01 01:05,652,8.0,H,No Limit,Normal,-80.0,121,Multi-Entry,USD,,32409,8,,"Venom Special Loncar MS - $75,000 GTD",329
WPN,"HiThxBye",29611130,30.0,2023-05-01 00:35,117,3.0,H,No Limit,Normal,20.0,26,Multi-Entry,USD,,22848,8,50.0,"Mega Stack - $5,000 GTD",46
WPN,"HiThxBye",29460037,10.0,2023-05-01 00:32,1548,1.0,H,No Limit,Normal,-10.0,427,Multi-Entry,USD,,30447,8,,"Venom Boski Special - $25,000 GTD",1198
WPN,"HiThxBye",29603617,60.0,2023-04-30 23:19,230,6.0,H,No Limit,Normal,-60.0,108,Multi-Entry,USD,,21892,8,,"$20,000 GTD",108
WPN,"HiThxBye",29600943,50.0,2023-04-30 22:44,1492,5.0,H,No Limit,Normal,-50.0,402,Multi-Entry,USD,,41997,8,,"Special BIG10 - $100,000 GTD",715
WPN,"HiThxBye",29625784,20.0,2023-04-30 22:42,22,2.0,H,No Limit,Turbo,-20.0,11,OnDemand Multi-Entry,USD,,6284,9,,"$20 Hold'Em Turbo - On Demand",1
WPN,"HiThxBye",29611052,10.0,2023-04-30 22:26,84,1.0,H,No Limit,Turbo,-10.0,26,Multi-Entry,USD,,15718,8,,"Turbo - $750 GTD",27
WPN,"HiThxBye",29627096,15.0,2023-04-30 22:19,43,1.5,H,No Limit,Turbo,-15.0,20,OnDemand Multi-Entry,USD,,6642,9,,"$15 Hold'Em Turbo - On Demand",9
WPN,"HiThxBye",29602338,40.0,2023-04-30 22:12,542,4.0,H,No Limit,Normal,-40.0,212,Multi-Entry,USD,,27724,8,,"$30,000 GTD",225
WPN,"HiThxBye",29619336,30.0,2023-04-30 22:11,20,3.0,H,No Limit,Turbo,282.0,1,OnDemand Multi-Entry,USD,,6272,9,312.0,"$30 Hold'Em Turbo - On Demand",6
WPN,"HiThxBye",29602264,20.0,2023-04-30 21:51,437,2.0,H,No Limit,Normal,41.16,33,Multi-Entry,USD,,27114,8,61.16,"$10,000 GTD 1RE",119
WPN,"HiThxBye",29600222,30.0,2023-04-30 20:45,1752,3.0,H,No Limit,Normal,-63.0,480,Multi-Entry,USD,1,42042,8,,"BIG10 - $80,000 GTD",884
WPN,"HiThxBye",29603208,10.0,2023-04-30 20:39,133,1.0,H,No Limit,Turbo,-10.0,41,Multi-Entry,USD,,16445,8,,"Turbo - $1,500 GTD",52
WPN,"HiThxBye",29572538,15.0,2023-04-30 19:11,271,1.5,H,No Limit,Normal,42.5,69,,USD,,14810,8,57.5,"Sunday Squeeze - $25,000 GTD 1RE [Day2]",
WPN,"HiThxBye",29602105,10.0,2023-04-30 18:44,140,1.0,H,No Limit,Turbo,-10.0,41,Multi-Entry,USD,,16741,8,,"Turbo - $1,500 GTD",35
WPN,"HiThxBye",29599783,15.0,2023-04-30 18:05,1423,1.5,H,No Limit,Normal,-15.0,477,Multi-Entry,USD,,38132,8,,"BIG10 - $30,000 GTD",634
WPN,"HiThxBye",29601306,10.0,2023-04-30 17:23,183,1.0,H,No Limit,Turbo,-10.0,110,Multi-Entry,USD,,19082,8,,"Turbo - $1,500 GTD",65
WPN,"HiThxBye",29600636,15.0,2023-04-30 16:42,488,1.5,H,No Limit,Normal,-15.0,170,Multi-Entry,USD,,23274,8,,"$10,000 GTD",184
WPN,"HiThxBye",29601308,30.0,2023-04-30 16:36,87,3.0,H,No Limit,Turbo,-30.0,52,Multi-Entry,USD,,16260,8,,"Turbo - $3,000 GTD",26
WPN,"HiThxBye",29550407,60.0,2023-04-30 13:35,499,6.0,H,No Limit,Normal,-60.0,180,Satellite Multi-Entry,USD,,16222,8,,"Route 66 - $150,000 GTD Last [Flight]",224
WPN,"HiThxBye",29596838,30.0,2023-04-29 01:51,145,3.0,H,No Limit,Normal,-30.0,57,Multi-Entry,USD,,21984,8,,"$5,000 GTD",76
WPN,"HiThxBye",29597145,50.0,2023-04-29 00:48,62,5.0,H,No Limit,Turbo,-50.0,23,Multi-Entry,USD,,15537,8,,"Turbo - $4,000 GTD",30
WPN,"HiThxBye",29597369,20.0,2023-04-29 00:37,299,1.0,H,No Limit,Super Turbo,-41.0,183,Multi-Entry,USD,1,12761,8,,"Hyper - $7,500 GTD",137
WPN,"HiThxBye",29594541,40.0,2023-04-29 00:22,536,4.0,H,No Limit,Normal,-40.0,117,Multi-Entry,USD,,37042,8,,"BIG10 - $30,000 GTD",287
WPN,"HiThxBye",29595715,15.0,2023-04-28 23:14,218,1.5,H,No Limit,Normal,-15.0,42,Multi-Entry,USD,,21591,8,,"$4,000 GTD",76
WPN,"HiThxBye",29594680,20.0,2023-04-28 22:29,300,2.0,H,No Limit,Normal,-20.0,107,Multi-Entry,USD,,28792,8,,"$7,500 GTD 1RE",95
WPN,"HiThxBye",29605202,30.0,2023-04-28 20:28,27,3.0,H,No Limit,Turbo,-30.0,15,OnDemand Multi-Entry,USD,,6130,9,,"$30 Hold'Em Turbo - On Demand",2
WPN,"HiThxBye",29594375,15.0,2023-04-28 19:47,347,1.5,H,No Limit,Normal,-15.0,119,Multi-Entry,USD,,22647,8,,"$6,000 GTD",156
WPN,"HiThxBye",29593638,15.0,2023-04-28 18:02,413,1.5,H,No Limit,Normal,-15.0,91,Multi-Entry,USD,,23571,8,,"$7,500 GTD",178
WPN,"HiThxBye",29592315,50.0,2023-04-28 16:51,368,5.0,H,No Limit,Normal,105.4,19,Multi-Entry,USD,,33674,8,155.4,"BIG10 - $25,000 GTD",150
WPN,"HiThxBye",29592317,15.0,2023-04-28 16:46,670,1.5,H,No Limit,Normal,46.11,32,Multi-Entry,USD,,33369,8,61.11,"BIG10 - $12,500 GTD",300
WPN,"HiThxBye",29593857,10.0,2023-04-28 16:38,76,1.0,H,No Limit,Turbo,83.1,4,Multi-Entry,USD,,16381,8,93.1,"Turbo - $750 GTD",22
WPN,"HiThxBye",29592652,30.0,2023-04-28 14:42,150,3.0,H,No Limit,Normal,79.2,10,6-Max Multi-Entry,USD,,21473,6,109.2,"$5,000 GTD 6-Max",58
WPN,"HiThxBye",29593102,10.0,2023-04-28 14:32,79,1.0,H,No Limit,Turbo,-10.0,32,Multi-Entry,USD,,16063,8,,"Turbo - $750 GTD",20
WPN,"HiThxBye",29589891,20.0,2023-04-28 00:53,294,1.0,H,No Limit,Super Turbo,-20.0,138,Multi-Entry,USD,,13731,8,,"Hyper - $7,500 GTD",134
WPN,"HiThxBye",29588711,30.0,2023-04-28 00:17,106,3.0,H,No Limit,Normal,18.9,19,Multi-Entry,USD,,21768,8,48.9,"Mega Stack - $3,000 GTD",57
WPN,"HiThxBye",29587724,10.0,2023-04-27 23:41,1068,1.0,H,No Limit,Normal,-10.0,418,Multi-Entry,USD,,28601,8,,"The Boski Special - $15,000 GTD",648
WPN,"HiThxBye",29587725,80.0,2023-04-27 23:39,373,8.0,H,No Limit,Normal,-80.0,123,Multi-Entry,USD,,28478,8,,"Loncar Mega Stack - $40,000 GTD",185
WPN,"HiThxBye",29588243,50.0,2023-04-27 23:33,146,5.0,H,No Limit,Normal,-50.0,73,Multi-Entry,USD,,23290,8,,"$10,000 GTD",62
WPN,"HiThxBye",29604852,30.0,2023-04-27 23:07,23,3.0,H,No Limit,Turbo,-30.0,14,OnDemand Multi-Entry,USD,,5954,9,,"$30 Hold'Em Turbo - On Demand",6
WPN,"HiThxBye",29605098,20.0,2023-04-27 23:05,26,2.0,H,No Limit,Turbo,31.2,5,OnDemand Multi-Entry,USD,,5646,9,51.2,"$20 Hold'Em Turbo - On Demand",6
WPN,"HiThxBye",29604887,20.0,2023-04-27 22:53,38,2.0,H,No Limit,Turbo,-20.0,23,OnDemand Multi-Entry,USD,,6311,9,,"$20 Hold'Em Turbo - On Demand",5
WPN,"HiThxBye",29588305,15.0,2023-04-27 22:45,213,1.5,H,No Limit,Normal,17.85,31,Multi-Entry,USD,,19833,8,32.85,"$4,000 GTD",79
WPN,"HiThxBye",29587225,20.0,2023-04-27 22:30,350,2.0,H,No Limit,Normal,-20.0,78,Multi-Entry,USD,,28800,8,,"$7,500 GTD 1RE",96
WPN,"HiThxBye",29604570,20.0,2023-04-27 22:10,37,2.0,H,No Limit,Turbo,70.0,4,OnDemand Multi-Entry,USD,,6599,9,90.0,"$20 Hold'Em Turbo - On Demand",8
WPN,"HiThxBye",29604386,20.0,2023-04-27 21:29,38,2.0,H,No Limit,Turbo,64.0,4,OnDemand Multi-Entry,USD,,6230,9,84.0,"$20 Hold'Em Turbo - On Demand",4
WPN,"HiThxBye",29604146,30.0,2023-04-27 21:27,31,3.0,H,No Limit,Turbo,-30.0,9,OnDemand Multi-Entry,USD,,6638,9,,"$30 Hold'Em Turbo - On Demand",5
WPN,"HiThxBye",29587054,40.0,2023-04-27 21:26,319,4.0,H,No Limit,Normal,-40.0,59,Multi-Entry,USD,,26488,8,,"Mega Stack - $15,000 GTD",149
