Rede,Jogador,ID do Jogo,Stake,Data,Participantes,Rake,Jogo,Estrutura,Velocidade,Resultado,Posição,Bandeiras,Moeda,Reentradas/Recompras,Duração,Jogadores por mesa,Prêmio,Nome,Total de Reentradas
GGNetwork,5505GG,212826612,99.36,2025-06-22 22:50,3640,8.64,H,No Limit,Normal,-99.36,,Bounty Multi-Entry,USD,,35421,8,,"Sunday Showdown $108, $500K GTD [Mystery Bounty]",1943
